,Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
261,Lake View,41.94705,-87.6554288,Art de Triumph,41.93609722,-87.64764904975891,Art Gallery
262,Lake View,41.94705,-87.6554288,Swing Dancing At Fizz!,41.940222,-87.669427,Music Venue
263,Lake View,41.94705,-87.6554288,Shattered Globe Admin Offices,41.93541395977485,-87.64851482192678,Theater
264,Lake View,41.94705,-87.6554288,Pride Films and Plays,41.959841376013564,-87.6550279139883,Theater
265,Lake View,41.94705,-87.6554288,Studio 2 @ Athenaeum Theatre,41.93565324143729,-87.66370240083408,Theater
266,Lake View,41.94705,-87.6554288,Inaside Chicago Dance,41.935407485030765,-87.66396760940552,Dance Studio
267,Lake View,41.94705,-87.6554288,3B,41.9357028,-87.6659202,Theater
268,Lake View,41.94705,-87.6554288,Serbian-American Museum St. Sava,41.93799049538038,-87.641326295015,Museum
269,Lake View,41.94705,-87.6554288,The Great Frame Up,41.935165999999995,-87.643966,Art Gallery
270,Lake View,41.94705,-87.6554288,Strawdog Theater,41.95176,-87.67434200000001,Theater
271,Lake View,41.94705,-87.6554288,Signal Ensemble Theatre,41.951759828264805,-87.67438415029237,Theater
272,Lake View,41.94705,-87.6554288,Real Deep Records,41.96193934475723,-87.65460133552551,Music Venue
273,Lake View,41.94705,-87.6554288,Rast Ballet Studio,41.95208239700806,-87.67475505421939,Dance Studio
274,Lincoln Park,41.9402976,-87.6381171,Briar Street Theatre,41.93895880504319,-87.64904957995446,Theater
275,Lincoln Park,41.9402976,-87.6381171,Laugh Factory,41.939775638863686,-87.6441249055716,Comedy Club
276,Lincoln Park,41.9402976,-87.6381171,Landmark Century Centre Cinema,41.93341630734196,-87.64577266974479,Indie Movie Theater
277,Lincoln Park,41.9402976,-87.6381171,Timeline Theatre Co.,41.93600512892558,-87.64507581655805,Theater
278,Lincoln Park,41.9402976,-87.6381171,CSz Theater Chicago,41.93968764928636,-87.65272915355708,Comedy Club
279,Lincoln Park,41.9402976,-87.6381171,Annoyance Theatre & Bar,41.939883159250165,-87.6512719179122,Theater
280,Lincoln Park,41.9402976,-87.6381171,The Vic Theatre,41.93954700830196,-87.65392941099667,Music Venue
281,Lincoln Park,41.9402976,-87.6381171,Peggy Notebaert Nature Museum,41.92674125121128,-87.63502859368131,Science Museum
282,Lincoln Park,41.9402976,-87.6381171,Kingston Mines,41.928697813363414,-87.64905759078432,Jazz Club
283,Lincoln Park,41.9402976,-87.6381171,Wrightwood 659,41.928825,-87.645003,Art Gallery
284,Lincoln Park,41.9402976,-87.6381171,B.L.U.E.S.,41.92780043840273,-87.6488813486259,Music Venue
285,Lincoln Park,41.9402976,-87.6381171,Lincoln Hall,41.925886098164604,-87.64971899082873,Music Venue
286,Lincoln Park,41.9402976,-87.6381171,The Playground Theater,41.940220081798806,-87.6491755499491,Performing Arts Venue
287,Lincoln Park,41.9402976,-87.6381171,Victory Gardens Biograph Theater,41.92631414523222,-87.64985462727302,Theater
288,Lincoln Park,41.9402976,-87.6381171,Theater On The Lake,41.927100329095175,-87.63073841677247,Performing Arts Venue
289,Lincoln Park,41.9402976,-87.6381171,Rotofugi Gallery,41.932375745509475,-87.65843928485698,Art Gallery
290,Lincoln Park,41.9402976,-87.6381171,Belmont Ave Underpass Mural,41.940339655623845,-87.63851881027222,Public Art
291,Lincoln Park,41.9402976,-87.6381171,Theater Wit,41.93966971299157,-87.66024870054014,Performing Arts Venue
292,Lincoln Park,41.9402976,-87.6381171,Pritzker Penguin Cove,41.92318520421831,-87.63349965210423,Zoo Exhibit
293,Lincoln Park,41.9402976,-87.6381171,Stage 773,41.93975807944483,-87.66002870730603,Performing Arts Venue
294,Lincoln Park,41.9402976,-87.6381171,Ron Santo Statue by Lou Cella,41.9474319749247,-87.65446990728378,Outdoor Sculpture
295,Lincoln Park,41.9402976,-87.6381171,The Wild Hare,41.92944481645063,-87.64898551889351,Music Venue
296,Lincoln Park,41.9402976,-87.6381171,Regenstein African Journey,41.922887714899744,-87.63397088492638,Zoo Exhibit
297,Lincoln Park,41.9402976,-87.6381171,Apollo Theater,41.92815181661057,-87.65280193631715,Theater
298,Lincoln Park,41.9402976,-87.6381171,Kwagulth Totem Pole,41.94887827230365,-87.64264941215515,Outdoor Sculpture
299,Lincoln Park,41.9402976,-87.6381171,Alphawood Gallery,41.92579158501262,-87.6487534157443,Art Gallery
300,Lincoln Park,41.9402976,-87.6381171,Harry Caray Statue by Omri Amrany & Lou Cella,41.94894011325319,-87.65445783734322,Outdoor Sculpture
301,Lincoln Park,41.9402976,-87.6381171,Transistor,41.944408,-87.64524300000001,Art Gallery
302,Lincoln Park,41.9402976,-87.6381171,Ernie Banks Statue by Lou Cella,41.94768732360571,-87.65671357512474,Outdoor Sculpture
303,Lincoln Park,41.9402976,-87.6381171,Brew & View,41.93973747442297,-87.65392978525628,Indie Movie Theater
304,Lincoln Park,41.9402976,-87.6381171,Polar Bear Plaza,41.923927856099695,-87.63384576943147,Zoo Exhibit
305,Lincoln Park,41.9402976,-87.6381171,Under The Gun Theater,41.94459524771651,-87.65401982471565,Comedy Club
306,Lincoln Park,41.9402976,-87.6381171,Eastern Black Rhinoceros,41.92354523687138,-87.63466535705653,Zoo Exhibit
307,Lincoln Park,41.9402976,-87.6381171,Diversey Mini Golf,41.93372119670541,-87.63500654808338,Mini Golf
308,Lincoln Park,41.9402976,-87.6381171,Serbian-American Museum St. Sava,41.93799049538038,-87.641326295015,Museum
309,Lincoln Park,41.9402976,-87.6381171,Red Tape Theatre,41.94005624472114,-87.64535277668502,Theater
310,Lincoln Park,41.9402976,-87.6381171,The Great Frame Up,41.935165999999995,-87.643966,Art Gallery
311,Lincoln Park,41.9402976,-87.6381171,Studio BRZN,41.943938637867454,-87.6462233195627,Art Gallery
312,Lincoln Park,41.9402976,-87.6381171,pH Productions @ StudioBe,41.93849837053859,-87.65413358733416,Comedy Club
313,Lincoln Park,41.9402976,-87.6381171,Ruth page School of Dance,41.937078571988906,-87.64784034340568,Dance Studio
314,Lincoln Park,41.9402976,-87.6381171,Powah Houze,41.93379,-87.644527,Music Venue
315,Lincoln Park,41.9402976,-87.6381171,Art de Triumph,41.93609722,-87.64764904975891,Art Gallery
316,Lincoln Park,41.9402976,-87.6381171,The Leigh Gallery,41.944774522810874,-87.647885923752,Art Gallery
317,Lincoln Park,41.9402976,-87.6381171,Landmark Century Centre Cinema Theater #5,41.93344417407943,-87.64593247875354,Movie Theater
318,Lincoln Park,41.9402976,-87.6381171,Shattered Globe Admin Offices,41.93541395977485,-87.64851482192678,Theater
319,Lincoln Park,41.9402976,-87.6381171,Landmark Century Centre Cinema Theater #7,41.9327,-87.6452,Movie Theater
320,Lincoln Park,41.9402976,-87.6381171,MaZi Dance Fitness,41.93233446146789,-87.64503633297966,Dance Studio
321,Lincoln Park,41.9402976,-87.6381171,The Underground Lounge,41.94448956956981,-87.65387690748643,Rock Club
322,Lincoln Park,41.9402976,-87.6381171,Oh! One Hundred,41.947727,-87.647284,Dance Studio
323,Lincoln Park,41.9402976,-87.6381171,Juicebox Theatre,41.94682,-87.64896,Theater
324,Lincoln Park,41.9402976,-87.6381171,Comedysportz,41.93979515460477,-87.6527252695876,Comedy Club
325,Lincoln Park,41.9402976,-87.6381171,Vic Theatre Box Office,41.939502,-87.654031,Music Venue
326,Lincoln Park,41.9402976,-87.6381171,StudioBe,41.938433128571425,-87.65402065714285,Theater
327,Lincoln Park,41.9402976,-87.6381171,You are Beautiful,41.948703,-87.64962,Theater
328,Lincoln Park,41.9402976,-87.6381171,Second Stage Theater,41.94403371542292,-87.65416995925827,Theater
329,Lincoln Park,41.9402976,-87.6381171,Stage Left Theatre,41.94400333571436,-87.65435133675476,Theater
330,Lincoln Park,41.9402976,-87.6381171,Park West Ceramics,41.929100050182264,-87.64724122670886,Art Gallery
331,Lincoln Park,41.9402976,-87.6381171,Billy Williams Statue by Lou Cella,41.94740005626764,-87.6545812189579,Outdoor Sculpture
332,Lincoln Park,41.9402976,-87.6381171,Chicago Theater Works,41.939795684041236,-87.65724146213445,Theater
333,Lincoln Park,41.9402976,-87.6381171,Heineken Light Occasionally Perfect Billboard,41.946986003357146,-87.6550628822869,Music Venue
334,Lincoln Park,41.9402976,-87.6381171,Blues On Halsted,41.92781256045485,-87.64881351637251,Jazz Club
335,Lincoln Park,41.9402976,-87.6381171,Mary Arrchie Theatre,41.952708910004745,-87.64933103328276,Theater
336,Lincoln Park,41.9402976,-87.6381171,Motorola Trophy Room,41.94817,-87.656924,Exhibit
337,Lincoln Park,41.9402976,-87.6381171,Comedy Accident at the Apollo Studio,41.928122433333336,-87.652335,Comedy Club
338,Lincoln Park,41.9402976,-87.6381171,The Crowd Theater,41.95391779121966,-87.64982520883937,Comedy Club
339,Lincoln Park,41.9402976,-87.6381171,Apollo Studio Theater,41.92808859187246,-87.65282433651927,Theater
340,Lincoln Park,41.9402976,-87.6381171,FIGHT GIRL BATTLE WORLD at Theater Wit,41.93970120843231,-87.66035199165344,Theater
341,Lincoln Park,41.9402976,-87.6381171,365-viii,41.948346,-87.657667,Music Venue
342,Lincoln Park,41.9402976,-87.6381171,Walter Family Arctic Tundra,41.92391158805432,-87.63391219915412,Zoo Exhibit
343,Lincoln Park,41.9402976,-87.6381171,Lakefront Green,41.924747,-87.62967,Music Venue
344,Lincoln Park,41.9402976,-87.6381171,3 Penny Theatre Chicago,41.925915,-87.649812,Movie Theater
345,Lincoln Park,41.9402976,-87.6381171,Giraffe,41.92320015093969,-87.633717365055,Zoo Exhibit
346,Near North Side,41.900032700000004,-87.6344975,Ruth Page Center for the Arts,41.90122708554494,-87.62995386404735,Dance Studio
347,Near North Side,41.900032700000004,-87.6344975,Lookingglass Theatre Company,41.89738052124698,-87.62396154357779,Theater
348,Near North Side,41.900032700000004,-87.6344975,Blue Chicago,41.89221669709186,-87.63121390145514,Jazz Club
349,Near North Side,41.900032700000004,-87.6344975,Richard H. Driehaus Museum,41.8941464641465,-87.62638672858387,Museum
350,Near North Side,41.900032700000004,-87.6344975,Broadway Playhouse,41.8984750785824,-87.62267812682455,Performing Arts Venue
351,Near North Side,41.900032700000004,-87.6344975,Weird Chicago Tours,41.89302688325178,-87.63150862139968,Tour Provider
352,Near North Side,41.900032700000004,-87.6344975,Museum of Contemporary Art Chicago,41.89727202977523,-87.62137639873472,Art Museum
353,Near North Side,41.900032700000004,-87.6344975,The Second City,41.91122479811365,-87.63536768039857,Comedy Club
354,Near North Side,41.900032700000004,-87.6344975,The Comedy Bar,41.89090925395093,-87.63293182385166,Comedy Club
355,Near North Side,41.900032700000004,-87.6344975,Second City Training Center,41.91125493655748,-87.6353844579717,Theater
356,Near North Side,41.900032700000004,-87.6344975,Chicago History Museum,41.9120044715113,-87.63167878538785,History Museum
357,Near North Side,41.900032700000004,-87.6344975,Palette And Chisel Academy of Fine Arts,41.900844,-87.630068,Art Gallery
358,Near North Side,41.900032700000004,-87.6344975,House of Blues,41.88798373970122,-87.62869757560051,Music Venue
359,Near North Side,41.900032700000004,-87.6344975,1959 Kitchen & Bar,41.91127136040321,-87.63540075203092,Comedy Club
360,Near North Side,41.900032700000004,-87.6344975,Loyola University Museum of Art,41.89737544144414,-87.62499308375543,Art Museum
361,Near North Side,41.900032700000004,-87.6344975,AMC Loews 600 North Michigan 9,41.892672148898086,-87.62441229218054,Multiplex
362,Near North Side,41.900032700000004,-87.6344975,Andy's Jazz Club,41.88994847311191,-87.62741519170149,Jazz Club
363,Near North Side,41.900032700000004,-87.6344975,Chicago Crime Tours,41.897415855765004,-87.62399038268009,Tour Provider
364,Near North Side,41.900032700000004,-87.6344975,Zanies Comedy Club,41.91055401433524,-87.63489778447061,Comedy Club
365,Near North Side,41.900032700000004,-87.6344975,The Charnley-Persky House,41.90754130446334,-87.62778782827449,History Museum
366,Near North Side,41.900032700000004,-87.6344975,Chicago Architecture Center,41.88772,-87.62365,Tour Provider
367,Near North Side,41.900032700000004,-87.6344975,ArcLight Cinemas - Chicago,41.908486629983166,-87.64698352186402,Movie Theater
368,Near North Side,41.900032700000004,-87.6344975,The Chicago Theatre,41.8855389313031,-87.6271507302385,Theater
369,Near North Side,41.900032700000004,-87.6344975,McCormick Bridgehouse & Chicago River Museum,41.888857898520435,-87.62477730119244,Museum
370,Near North Side,41.900032700000004,-87.6344975,JBTV,41.89160026888322,-87.63636860091862,Rock Club
371,Near North Side,41.900032700000004,-87.6344975,The Art Of Dr Seuss,41.897874606202166,-87.6229246718044,Art Gallery
372,Near North Side,41.900032700000004,-87.6344975,Old Town Art Fair,41.91056356281582,-87.63477276417932,Public Art
373,Near North Side,41.900032700000004,-87.6344975,Gene Siskel Film Center,41.88500714054633,-87.62791573046748,Indie Movie Theater
374,Near North Side,41.900032700000004,-87.6344975,Goodman Theatre,41.88486544771689,-87.62972639019313,Theater
375,Near North Side,41.900032700000004,-87.6344975,Cadillac Palace Theatre,41.88400646666445,-87.63314419432791,Theater
376,Near North Side,41.900032700000004,-87.6344975,Steppenwolf Theatre Company,41.9125313,-87.64865689999999,Theater
377,Near North Side,41.900032700000004,-87.6344975,James M. Nederlander Theatre,41.88441581705103,-87.6288608028818,Theater
378,Near North Side,41.900032700000004,-87.6344975,iO Chicago,41.90852035546069,-87.651886714748,Comedy Club
379,Near North Side,41.900032700000004,-87.6344975,Winter's Jazz Club,41.890753049900695,-87.61670489067902,Jazz Club
380,Near North Side,41.900032700000004,-87.6344975,The Joffrey Ballet,41.884616028557055,-87.62761166089008,Dance Studio
381,Near North Side,41.900032700000004,-87.6344975,AMC River East 21,41.89123442048791,-87.61900716753219,Multiplex
382,Near North Side,41.900032700000004,-87.6344975,Daley Plaza Picasso,41.883493214400346,-87.6298112824397,Public Art
383,Near North Side,41.900032700000004,-87.6344975,Chicago Cultural Center,41.883640263310966,-87.62467077533687,Museum
384,Near North Side,41.900032700000004,-87.6344975,Civic Opera House,41.88262616495191,-87.63706660694655,Opera House
385,Near North Side,41.900032700000004,-87.6344975,Broadway In Chicago,41.88282995495292,-87.62786415482503,Performing Arts Venue
386,Near North Side,41.900032700000004,-87.6344975,Primitive,41.88405872809111,-87.64338400028771,Art Gallery
387,Near North Side,41.900032700000004,-87.6344975,Chicago Architecture Biennial,41.88413624846673,-87.62467198018983,Exhibit
388,Near North Side,41.900032700000004,-87.6344975,Howl at the Moon,41.89002221618583,-87.62911666146321,Piano Bar
389,Near North Side,41.900032700000004,-87.6344975,Catherine Edelman Gallery,41.895640243743436,-87.63592774449941,Art Gallery
390,Near North Side,41.900032700000004,-87.6344975,Kids Science Labs,41.90834120931757,-87.65206504293116,Arts & Entertainment
391,Near North Side,41.900032700000004,-87.6344975,American Writers Museum,41.8856399499154,-87.62467265974641,Museum
392,Near North Side,41.900032700000004,-87.6344975,AMC Dine-in Theatres Block 37,41.883838210532765,-87.62862160890833,Movie Theater
393,Near North Side,41.900032700000004,-87.6344975,International Museum of Surgical Science,41.910101,-87.626249,Science Museum
394,Near North Side,41.900032700000004,-87.6344975,The Arts Club Of Chicago,41.89289550956607,-87.62260851055935,Museum
395,Near North Side,41.900032700000004,-87.6344975,Chicago Design Museum,41.883872851903995,-87.628247836521,Museum
396,Near North Side,41.900032700000004,-87.6344975,Joffrey Academy of Dance,41.88462836341265,-87.62748052952564,Dance Studio
397,Near North Side,41.900032700000004,-87.6344975,Steppenwolf Garage Theatre,41.91177049897635,-87.6483569735812,Theater
398,Near North Side,41.900032700000004,-87.6344975,Lyric Opera House,41.882523660853515,-87.63744379733423,Theater
399,Near North Side,41.900032700000004,-87.6344975,Chicago Dramatists,41.896149563138025,-87.65546100684321,Theater
400,Near North Side,41.900032700000004,-87.6344975,Miró's Chicago,41.88309743507456,-87.63034880161285,Outdoor Sculpture
401,Near North Side,41.900032700000004,-87.6344975,Arthur Murray Dance School,41.89079114474223,-87.63185491376721,Dance Studio
402,Near North Side,41.900032700000004,-87.6344975,Illinois Artisans,41.885004006555654,-87.63133102586146,Art Gallery
403,Near North Side,41.900032700000004,-87.6344975,Intuit: The Center For Intuitive And Outsider Art,41.89558835659018,-87.65454629260539,Museum
404,Near North Side,41.900032700000004,-87.6344975,Royal George Theatre,41.912159942190996,-87.64830275996658,Theater
405,Near North Side,41.900032700000004,-87.6344975,Chicago Sports Museum,41.897953019435995,-87.6222884154157,Museum
406,Near North Side,41.900032700000004,-87.6344975,All About Dance,41.91098221530093,-87.64111192719055,Dance Studio
407,Near North Side,41.900032700000004,-87.6344975,A Red Orchid Theatre,41.91005936407411,-87.6343461880846,Theater
408,Near North Side,41.900032700000004,-87.6344975,Movies in the Parks (Erie Park),41.89345622865577,-87.64198444345466,Movie Theater
409,Near North Side,41.900032700000004,-87.6344975,Monument with Standing Beast - Dubuffet sculpture,41.88452986076275,-87.63114864338496,Public Art
410,Near North Side,41.900032700000004,-87.6344975,Actors' Equity,41.88443166191844,-87.64216594629701,Theater
411,Near North Side,41.900032700000004,-87.6344975,The Museum of Broadcast Communications,41.88892786541988,-87.62808155135993,Museum
412,Near North Side,41.900032700000004,-87.6344975,The Redhead Piano Bar,41.89353,-87.62874,Piano Bar
413,Near North Side,41.900032700000004,-87.6344975,Hot Tix,41.88452667913965,-87.6250700453602,Theater
414,Near North Side,41.900032700000004,-87.6344975,Donny's Skybox,41.91161728375634,-87.63544065220394,Comedy Club
415,Near North Side,41.900032700000004,-87.6344975,de Maat Theater,41.91163978754144,-87.63497101678138,Comedy Club
416,Near North Side,41.900032700000004,-87.6344975,City Gallery in the Historic Water Tower,41.897144507259746,-87.62443940592614,Art Gallery
417,Near North Side,41.900032700000004,-87.6344975,Marwen,41.897762715945056,-87.637089833842,Art Gallery
418,Near North Side,41.900032700000004,-87.6344975,Civic Ballet of Chicago,41.901195,-87.629975,Performing Arts Venue
419,Near North Side,41.900032700000004,-87.6344975,Stephen Daiter Gallery,41.895968,-87.635654,Art Gallery
420,Near North Side,41.900032700000004,-87.6344975,Hilton | Asmus Contemporary,41.89545677890369,-87.63404025230736,Art Gallery
421,Near North Side,41.900032700000004,-87.6344975,The Theatre School at De Paul University,41.89907004830677,-87.64464125237281,Theater
422,Near North Side,41.900032700000004,-87.6344975,National Public Housing Museum,41.892637,-87.640697,Museum
423,Near North Side,41.900032700000004,-87.6344975,Water Tower Broadway Theater,41.899338,-87.621763,Theater
424,Near North Side,41.900032700000004,-87.6344975,R. S. Johnson Fine Art,41.8941474761023,-87.62377738952637,Art Gallery
425,Near North Side,41.900032700000004,-87.6344975,Edlis Neeson Theater,41.89725304544768,-87.62165324066092,Dance Studio
426,Edison Park,42.005733500000005,-87.8140037,Pickwick Theatre,42.010153142821316,-87.82922540762769,Indie Movie Theater
427,Edison Park,42.005733500000005,-87.8140037,The Wip Theater,42.001992,-87.815409,Theater
428,Edison Park,42.005733500000005,-87.8140037,James Downing Theater,42.0039594182214,-87.81528993953364,Theater
429,Edison Park,42.005733500000005,-87.8140037,Interclub Academy Of Dance,42.015001,-87.804454,Dance Studio
430,Edison Park,42.005733500000005,-87.8140037,Lynette's School of Dance,41.996177,-87.83058100000001,Dance Studio
431,Norwood Park,41.9855895,-87.8005772,Norwood Park Historical Society,41.99039553934208,-87.79857810792069,History Museum
432,Norwood Park,41.9855895,-87.8005772,Spotlight Dance Academy Of Chicago,41.980627,-87.803784,Dance Studio
433,Norwood Park,41.9855895,-87.8005772,Taft Highschool Music Department,41.98255418271912,-87.79305094297011,Music Venue
434,Norwood Park,41.9855895,-87.8005772,"Custom Golf Direct, Inc.",41.96828141677465,-87.7998161315918,Disc Golf
435,Jefferson Park,41.9697375,-87.7631179,Ed Paschke Art Center,41.96862362311546,-87.7622621986027,Art Museum
436,Jefferson Park,41.9697375,-87.7631179,Copernicus Center,41.96809048528719,-87.75867443051798,Concert Hall
437,Jefferson Park,41.9697375,-87.7631179,May I Have This Dance,41.976148101894175,-87.75347357274659,Dance Studio
438,Jefferson Park,41.9697375,-87.7631179,The Gift Theater,41.96790144227014,-87.76094631266592,Theater
439,Jefferson Park,41.9697375,-87.7631179,Chicago Fringe PB&J Stage,41.96755944433007,-87.76037835552215,Theater
440,Jefferson Park,41.9697375,-87.7631179,Chicago Fringe Central,41.967372999999995,-87.7606,Theater
441,Jefferson Park,41.9697375,-87.7631179,ABC Dance Academy,41.961921999999994,-87.756073,Dance Studio
442,Jefferson Park,41.9697375,-87.7631179,Irish dance Big Blue Basement,41.95689240064874,-87.75832935759747,Dance Studio
443,Jefferson Park,41.9697375,-87.7631179,Knowhere,41.971323,-87.744362,Music Venue
444,Jefferson Park,41.9697375,-87.7631179,C5,41.972761,-87.744365,Dance Studio
445,Jefferson Park,41.9697375,-87.7631179,Dance Room,41.953026,-87.76185799999999,Dance Studio
446,Jefferson Park,41.9697375,-87.7631179,The Dance Academy,41.952901000000004,-87.770377,Dance Studio
447,Forest Glen,41.9917516,-87.751674,May I Have This Dance,41.976148101894175,-87.75347357274659,Dance Studio
448,North Park,41.9849547,-87.7229344,Novelty Golf & Games,41.997719625411094,-87.72049739697675,Mini Golf
449,North Park,41.9849547,-87.7229344,NEIU Fine Arts Center Gallery,41.98131923408766,-87.7185868748359,Art Gallery
450,North Park,41.9849547,-87.7229344,Ensemble Español Spanish Dance Theater,41.97884,-87.720178,Dance Studio
451,North Park,41.9849547,-87.7229344,Music Dance S.P.A.C.E.,41.990089416503906,-87.7155089378357,Dance Studio
452,North Park,41.9849547,-87.7229344,Lake Shore Symphony Rehersal,41.981825595394916,-87.70841685440283,Music Venue
453,North Park,41.9849547,-87.7229344,Amundson Mysteries- Murder Mystery Dinners,41.996179033355865,-87.7183198928833,Theater
454,North Park,41.9849547,-87.7229344,The Theatre - North Park University,41.97478963330098,-87.70982174209502,Theater
455,Albany Park,41.9719367,-87.7161739,The Theatre - North Park University,41.97478963330098,-87.70982174209502,Theater
456,Albany Park,41.9719367,-87.7161739,Ensemble Español Spanish Dance Theater,41.97884,-87.720178,Dance Studio
457,Albany Park,41.9719367,-87.7161739,NEIU Fine Arts Center Gallery,41.98131923408766,-87.7185868748359,Art Gallery
458,Albany Park,41.9719367,-87.7161739,Lake Shore Symphony Rehersal,41.981825595394916,-87.70841685440283,Music Venue
459,Albany Park,41.9719367,-87.7161739,Le Ballet Petit School of Dance,41.96523828829799,-87.70365271065748,Dance Studio
460,Albany Park,41.9719367,-87.7161739,Latin Techniques Dance Studio,41.961382,-87.708563,Dance Studio
461,Albany Park,41.9719367,-87.7161739,National Cambodian Heritage Museum & Killing Fields Memorial,41.968325,-87.69990899999999,Museum
462,Albany Park,41.9719367,-87.7161739,Dovetail Studio,41.96120256302773,-87.70175266859374,Dance Studio
463,Portage Park,41.9578093,-87.7650594,Copernicus Center,41.96809048528719,-87.75867443051798,Concert Hall
464,Portage Park,41.9578093,-87.7650594,Ed Paschke Art Center,41.96862362311546,-87.7622621986027,Art Museum
465,Portage Park,41.9578093,-87.7650594,Patio Theater,41.95308262498121,-87.77717461993667,Movie Theater
466,Portage Park,41.9578093,-87.7650594,National Veterans Art Museum,41.954506,-87.74856,Art Museum
467,Portage Park,41.9578093,-87.7650594,The Gift Theater,41.96790144227014,-87.76094631266592,Theater
468,Portage Park,41.9578093,-87.7650594,Irish dance Big Blue Basement,41.95689240064874,-87.75832935759747,Dance Studio
469,Portage Park,41.9578093,-87.7650594,Dance Room,41.953026,-87.76185799999999,Dance Studio
470,Portage Park,41.9578093,-87.7650594,The Dance Academy,41.952901000000004,-87.770377,Dance Studio
471,Portage Park,41.9578093,-87.7650594,ABC Dance Academy,41.961921999999994,-87.756073,Dance Studio
472,Portage Park,41.9578093,-87.7650594,Chicago Fringe Central,41.967372999999995,-87.7606,Theater
473,Portage Park,41.9578093,-87.7650594,NiteCap,41.953127,-87.75264399999999,Music Venue
474,Portage Park,41.9578093,-87.7650594,Chicago Fringe PB&J Stage,41.96755944433007,-87.76037835552215,Theater
475,Portage Park,41.9578093,-87.7650594,Filament Theatre Ensemble,41.954361360574914,-87.74878756622469,Theater
476,Portage Park,41.9578093,-87.7650594,The Chicago Ballet Center,41.954374649931,-87.74858025137844,Dance Studio
477,Portage Park,41.9578093,-87.7650594,Pure Raks Belly Dance with Jasmin Jahal,41.954296109809135,-87.74844646453857,Dance Studio
478,Portage Park,41.9578093,-87.7650594,Dennis PaSamba Dance & Fitness,41.953676,-87.748182,Dance Studio
479,Portage Park,41.9578093,-87.7650594,Rico Music and Dance,41.953131,-87.748266,Dance Studio
480,Portage Park,41.9578093,-87.7650594,Classick Studios,41.950423,-87.746339,Art Gallery
481,Irving Park,41.953365000000005,-87.73644709999999,National Veterans Art Museum,41.954506,-87.74856,Art Museum
482,Irving Park,41.953365000000005,-87.73644709999999,Aerial Dance Chicago,41.953881,-87.72855,Dance Studio
483,Irving Park,41.953365000000005,-87.73644709999999,Classick Studios,41.950423,-87.746339,Art Gallery
484,Irving Park,41.953365000000005,-87.73644709999999,Dennis PaSamba Dance & Fitness,41.953676,-87.748182,Dance Studio
485,Irving Park,41.953365000000005,-87.73644709999999,Rico Music and Dance,41.953131,-87.748266,Dance Studio
486,Irving Park,41.953365000000005,-87.73644709999999,Pure Raks Belly Dance with Jasmin Jahal,41.954296109809135,-87.74844646453857,Dance Studio
487,Irving Park,41.953365000000005,-87.73644709999999,The Chicago Ballet Center,41.954374649931,-87.74858025137844,Dance Studio
488,Irving Park,41.953365000000005,-87.73644709999999,Filament Theatre Ensemble,41.954361360574914,-87.74878756622469,Theater
489,Irving Park,41.953365000000005,-87.73644709999999,Circus In The Parks - Independence Park,41.952820014156664,-87.7238130569458,Performing Arts Venue
490,Irving Park,41.953365000000005,-87.73644709999999,3433,41.943571999999996,-87.730751,Public Art
491,Irving Park,41.953365000000005,-87.73644709999999,NiteCap,41.953127,-87.75264399999999,Music Venue
492,Irving Park,41.953365000000005,-87.73644709999999,Chicago Sound,41.952691,-87.717654,Music Venue
493,Irving Park,41.953365000000005,-87.73644709999999,Extensions Dance Center,41.952704,-87.717289,Dance Studio
494,Irving Park,41.953365000000005,-87.73644709999999,Bosen Academy,41.93911918090025,-87.73394921930831,Dance Studio
495,Irving Park,41.953365000000005,-87.73644709999999,Studio Mangiameli,41.939006,-87.730178,Dance Studio
496,Irving Park,41.953365000000005,-87.73644709999999,Sway Dance Chicago,41.938944714981794,-87.7300194133319,Dance Studio
497,Irving Park,41.953365000000005,-87.73644709999999,Klairmont Private Collections,41.937878188555736,-87.7428240894926,Museum
498,Irving Park,41.953365000000005,-87.73644709999999,Irish dance Big Blue Basement,41.95689240064874,-87.75832935759747,Dance Studio
499,Irving Park,41.953365000000005,-87.73644709999999,ABC Dance Academy,41.961921999999994,-87.756073,Dance Studio
500,Irving Park,41.953365000000005,-87.73644709999999,Chicago Singing Telegrams,41.9358428,-87.7384539,Circus
501,Dunning,41.952809,-87.7964493,Putting Edge,41.955403419401165,-87.80546955742855,Mini Golf
502,Dunning,41.952809,-87.7964493,AMC Norridge 6,41.96235048556642,-87.8104969923614,Movie Theater
503,Dunning,41.952809,-87.7964493,Patio Theater,41.95308262498121,-87.77717461993667,Movie Theater
504,Dunning,41.952809,-87.7964493,Laser Quest,41.95665899972733,-87.80423534370955,Laser Tag
505,Dunning,41.952809,-87.7964493,Street of Dreams Productions,41.955977000000004,-87.813075,Music Venue
506,Dunning,41.952809,-87.7964493,Dance Fever Academy,41.938402,-87.794712,Dance Studio
507,Dunning,41.952809,-87.7964493,"Custom Golf Direct, Inc.",41.96828141677465,-87.7998161315918,Disc Golf
508,Dunning,41.952809,-87.7964493,Royal Cinema,41.94909413724799,-87.81707410866674,Multiplex
509,Dunning,41.952809,-87.7964493,Bella Angel Music,41.938187,-87.807381,Music Venue
